agent,model,granularity,group,n_constraints,pass_at_1,pass_at_3,pass_power_3,passed_assertions_perc,strict_assertions_perc,n_succeeded,n_executed
mini_swe_sdk,gpt-5.2,framework,express,3,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,gpt-5.2,framework,fastapi,0,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,gpt-5.2,framework,fastapi,1,0.0000,0.0000,0.0000,0.2000,0.2000,0,3
mini_swe_sdk,gpt-5.2,framework,fastapi,2,0.0000,0.0000,0.0000,0.2000,0.2000,0,3
mini_swe_sdk,gpt-5.2,framework,fastapi,3,0.0000,0.0000,0.0000,0.1598,0.1598,0,3
mini_swe_sdk,gpt-5.2,framework,fastify,0,0.0000,0.0000,0.0000,0.4690,0.4690,0,3
mini_swe_sdk,gpt-5.2,framework,fastify,1,0.0000,0.0000,0.0000,0.3069,0.3069,0,3
mini_swe_sdk,gpt-5.2,framework,fastify,2,0.0000,0.0000,0.0000,0.2540,0.2540,0,3
mini_swe_sdk,gpt-5.2,framework,fastify,3,0.0000,0.0000,0.0000,0.5609,0.5609,0,3
mini_swe_sdk,gpt-5.2,runtime,node,,0.3750,0.3750,0.3750,0.6431,0.6431,9,24
mini_swe_sdk,gpt-5.2,runtime,uv,,0.2083,0.3750,0.1343,0.3703,0.3703,5,24
mini_swe_sdk,gpt-5.2,runtime,node,0,0.5000,0.5000,0.5000,0.7345,0.7345,3,6
mini_swe_sdk,gpt-5.2,runtime,node,1,0.5000,0.5000,0.5000,0.6534,0.6534,3,6
mini_swe_sdk,gpt-5.2,runtime,node,2,0.0000,0.0000,0.0000,0.4040,0.4040,0,6
mini_swe_sdk,gpt-5.2,runtime,node,3,0.5000,0.5000,0.5000,0.7805,0.7805,3,6
mini_swe_sdk,gpt-5.2,runtime,uv,0,0.6667,1.0000,0.5185,0.8305,0.8305,4,6
mini_swe_sdk,gpt-5.2,runtime,uv,1,0.1667,0.5000,0.0185,0.3333,0.3333,1,6
mini_swe_sdk,gpt-5.2,runtime,uv,2,0.0000,0.0000,0.0000,0.1374,0.1374,0,6
mini_swe_sdk,gpt-5.2,runtime,uv,3,0.0000,0.0000,0.0000,0.1799,0.1799,0,6
mini_swe_sdk,gpt-5.2,global,all,,0.2917,0.3750,0.2546,0.5067,0.5067,14,48
mini_swe_sdk,gpt-5.2,global,all,0,0.5833,0.7500,0.5093,0.7825,0.7825,7,12
mini_swe_sdk,gpt-5.2,global,all,1,0.3333,0.5000,0.2593,0.4934,0.4934,4,12
mini_swe_sdk,gpt-5.2,global,all,2,0.0000,0.0000,0.0000,0.2707,0.2707,0,12
mini_swe_sdk,gpt-5.2,global,all,3,0.2500,0.2500,0.2500,0.4802,0.4802,3,12
mini_swe_sdk,gpt-5.2,constraint_type,clean_architecture,,0.1944,0.2500,0.1698,0.4148,0.4148,7,36
mini_swe_sdk,gpt-5.2,constraint_type,postgres,,0.1250,0.1250,0.1250,0.3754,0.3754,3,24
mini_swe_sdk,gpt-5.2,constraint_type,sequelize,,0.5000,0.5000,0.5000,0.7805,0.7805,3,6
mini_swe_sdk,gpt-5.2,constraint_type,sqlalchemy,,0.0000,0.0000,0.0000,0.1799,0.1799,0,6
mini_swe_sdk,gpt-5.2,framework_constraint,aiohttp:clean_architecture,,0.1111,0.3333,0.0123,0.2471,0.2471,1,9
mini_swe_sdk,gpt-5.2,framework_constraint,aiohttp:postgres,,0.0000,0.0000,0.0000,0.1374,0.1374,0,6
mini_swe_sdk,gpt-5.2,framework_constraint,aiohttp:sqlalchemy,,0.0000,0.0000,0.0000,0.2000,0.2000,0,3
mini_swe_sdk,gpt-5.2,framework_constraint,express:clean_architecture,,0.6667,0.6667,0.6667,0.8513,0.8513,6,9
mini_swe_sdk,gpt-5.2,framework_constraint,express:postgres,,0.5000,0.5000,0.5000,0.7770,0.7770,3,6
mini_swe_sdk,gpt-5.2,framework_constraint,express:sequelize,,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,gpt-5.2,framework_constraint,fastapi:clean_architecture,,0.0000,0.0000,0.0000,0.1866,0.1866,0,9
mini_swe_sdk,gpt-5.2,framework_constraint,fastapi:postgres,,0.0000,0.0000,0.0000,0.1799,0.1799,0,6
mini_swe_sdk,gpt-5.2,framework_constraint,fastapi:sqlalchemy,,0.0000,0.0000,0.0000,0.1598,0.1598,0,3
mini_swe_sdk,gpt-5.2,framework_constraint,fastify:clean_architecture,,0.0000,0.0000,0.0000,0.3739,0.3739,0,9
mini_swe_sdk,gpt-5.2,framework_constraint,fastify:postgres,,0.0000,0.0000,0.0000,0.4075,0.4075,0,6
mini_swe_sdk,gpt-5.2,framework_constraint,fastify:sequelize,,0.0000,0.0000,0.0000,0.5609,0.5609,0,3
mini_swe_sdk,minimax-m2.5,framework,aiohttp,,0.5000,1.0000,0.1667,0.8259,0.8259,6,12
mini_swe_sdk,minimax-m2.5,framework,express,,0.5000,0.5000,0.5000,0.6075,0.6075,6,12
mini_swe_sdk,minimax-m2.5,framework,fastapi,,0.6667,1.0000,0.2963,0.8451,0.8451,8,12
mini_swe_sdk,minimax-m2.5,framework,fastify,,0.0000,0.0000,0.0000,0.7833,0.7833,0,12
mini_swe_sdk,minimax-m2.5,framework,aiohttp,0,0.6667,1.0000,0.2963,0.9448,0.9448,2,3
mini_swe_sdk,minimax-m2.5,framework,aiohttp,1,0.3333,1.0000,0.0370,0.8621,0.8621,1,3
mini_swe_sdk,minimax-m2.5,framework,aiohttp,2,0.6667,1.0000,0.2963,0.9851,0.9851,2,3
mini_swe_sdk,minimax-m2.5,framework,aiohttp,3,0.3333,1.0000,0.0370,0.5115,0.5115,1,3
mini_swe_sdk,minimax-m2.5,framework,express,0,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,minimax-m2.5,framework,express,1,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,minimax-m2.5,framework,express,2,0.0000,0.0000,0.0000,0.4299,0.4299,0,3
mini_swe_sdk,minimax-m2.5,framework,express,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,3
mini_swe_sdk,minimax-m2.5,framework,fastapi,0,0.6667,1.0000,0.2963,0.7333,0.7333,2,3
mini_swe_sdk,minimax-m2.5,framework,fastapi,1,0.6667,1.0000,0.2963,0.9724,0.9724,2,3
mini_swe_sdk,minimax-m2.5,framework,fastapi,2,0.6667,1.0000,0.2963,0.7207,0.7207,2,3
mini_swe_sdk,minimax-m2.5,framework,fastapi,3,0.6667,1.0000,0.2963,0.9540,0.9540,2,3
mini_swe_sdk,minimax-m2.5,framework,fastify,0,0.0000,0.0000,0.0000,0.8655,0.8655,0,3
mini_swe_sdk,minimax-m2.5,framework,fastify,1,0.0000,0.0000,0.0000,0.8655,0.8655,0,3
mini_swe_sdk,minimax-m2.5,framework,fastify,2,0.0000,0.0000,0.0000,0.5368,0.5368,0,3
mini_swe_sdk,minimax-m2.5,framework,fastify,3,0.0000,0.0000,0.0000,0.8655,0.8655,0,3
mini_swe_sdk,minimax-m2.5,runtime,node,,0.2500,0.2500,0.2500,0.6954,0.6954,6,24
mini_swe_sdk,minimax-m2.5,runtime,uv,,0.5833,1.0000,0.2315,0.8355,0.8355,14,24
mini_swe_sdk,minimax-m2.5,runtime,node,0,0.5000,0.5000,0.5000,0.9328,0.9328,3,6
mini_swe_sdk,minimax-m2.5,runtime,node,1,0.5000,0.5000,0.5000,0.9328,0.9328,3,6
mini_swe_sdk,minimax-m2.5,runtime,node,2,0.0000,0.0000,0.0000,0.4833,0.4833,0,6
mini_swe_sdk,minimax-m2.5,runtime,node,3,0.0000,0.0000,0.0000,0.4328,0.4328,0,6
mini_swe_sdk,minimax-m2.5,runtime,uv,0,0.6667,1.0000,0.2963,0.8391,0.8391,4,6
mini_swe_sdk,minimax-m2.5,runtime,uv,1,0.5000,1.0000,0.1667,0.9172,0.9172,3,6
mini_swe_sdk,minimax-m2.5,runtime,uv,2,0.6667,1.0000,0.2963,0.8529,0.8529,4,6
mini_swe_sdk,minimax-m2.5,runtime,uv,3,0.5000,1.0000,0.1667,0.7328,0.7328,3,6
mini_swe_sdk,minimax-m2.5,global,all,,0.4167,0.6250,0.2407,0.7654,0.7654,20,48
mini_swe_sdk,minimax-m2.5,global,all,0,0.5833,0.7500,0.3981,0.8859,0.8859,7,12
mini_swe_sdk,minimax-m2.5,global,all,1,0.5000,0.7500,0.3333,0.9250,0.9250,6,12
mini_swe_sdk,minimax-m2.5,global,all,2,0.3333,0.5000,0.1481,0.6681,0.6681,4,12
mini_swe_sdk,minimax-m2.5,global,all,3,0.2500,0.5000,0.0833,0.5828,0.5828,3,12
mini_swe_sdk,minimax-m2.5,constraint_type,clean_architecture,,0.3611,0.5833,0.1883,0.7253,0.7253,13,36
mini_swe_sdk,minimax-m2.5,constraint_type,postgres,,0.2917,0.5000,0.1157,0.6254,0.6254,7,24
mini_swe_sdk,minimax-m2.5,constraint_type,sequelize,,0.0000,0.0000,0.0000,0.4328,0.4328,0,6
mini_swe_sdk,minimax-m2.5,constraint_type,sqlalchemy,,0.5000,1.0000,0.1667,0.7328,0.7328,3,6
mini_swe_sdk,minimax-m2.5,framework_constraint,aiohttp:clean_architecture,,0.4444,1.0000,0.1235,0.7862,0.7862,4,9
mini_swe_sdk,minimax-m2.5,framework_constraint,aiohttp:postgres,,0.5000,1.0000,0.1667,0.7483,0.7483,3,6
mini_swe_sdk,minimax-m2.5,framework_constraint,aiohttp:sqlalchemy,,0.3333,1.0000,0.0370,0.5115,0.5115,1,3
mini_swe_sdk,minimax-m2.5,framework_constraint,express:clean_architecture,,0.3333,0.3333,0.3333,0.4766,0.4766,3,9
mini_swe_sdk,minimax-m2.5,framework_constraint,express:postgres,,0.0000,0.0000,0.0000,0.2149,0.2149,0,6
mini_swe_sdk,minimax-m2.5,framework_constraint,express:sequelize,,0.0000,0.0000,0.0000,0.0000,0.0000,0,3
mini_swe_sdk,minimax-m2.5,framework_constraint,fastapi:clean_architecture,,0.6667,1.0000,0.2963,0.8824,0.8824,6,9
mini_swe_sdk,minimax-m2.5,framework_constraint,fastapi:postgres,,0.6667,1.0000,0.2963,0.8374,0.8374,4,6
mini_swe_sdk,minimax-m2.5,framework_constraint,fastapi:sqlalchemy,,0.6667,1.0000,0.2963,0.9540,0.9540,2,3
mini_swe_sdk,minimax-m2.5,framework_constraint,fastify:clean_architecture,,0.0000,0.0000,0.0000,0.7559,0.7559,0,9
mini_swe_sdk,minimax-m2.5,framework_constraint,fastify:postgres,,0.0000,0.0000,0.0000,0.7011,0.7011,0,6
mini_swe_sdk,minimax-m2.5,framework_constraint,fastify:sequelize,,0.0000,0.0000,0.0000,0.8655,0.8655,0,3
mini_swe_sdk,qwen3-235b,framework,aiohttp,,0.0333,0.1000,0.0037,0.1106,0.1106,1,30
mini_swe_sdk,qwen3-235b,framework,django,,0.0000,0.0000,0.0000,0.0176,0.0071,0,30
mini_swe_sdk,qwen3-235b,framework,express,,0.0333,0.1000,0.0037,0.1491,0.1491,1,30
mini_swe_sdk,qwen3-235b,framework,fastapi,,0.0000,0.0000,0.0000,0.0357,0.0357,0,29
mini_swe_sdk,qwen3-235b,framework,fastify,,0.0000,0.0000,0.0000,0.0400,0.0400,0,30
mini_swe_sdk,qwen3-235b,framework,flask,,0.1667,0.3000,0.1074,0.2943,0.2943,5,30
mini_swe_sdk,qwen3-235b,framework,hono,,0.0000,0.0000,0.0000,0.0689,0.0689,0,30
mini_swe_sdk,qwen3-235b,framework,koa,,0.0333,0.1000,0.0037,0.1134,0.1134,1,30
mini_swe_sdk,qwen3-235b,framework,aiohttp,0,0.3333,1.0000,0.0370,0.3333,0.3333,1,3
mini_swe_sdk,qwen3-235b,framework,aiohttp,1,0.0000,0.0000,0.0000,0.1678,0.1678,0,9
mini_swe_sdk,qwen3-235b,framework,aiohttp,2,0.0000,0.0000,0.0000,0.0672,0.0672,0,12
mini_swe_sdk,qwen3-235b,framework,aiohttp,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,qwen3-235b,framework,django,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,3
mini_swe_sdk,qwen3-235b,framework,django,1,0.0000,0.0000,0.0000,0.0238,0.0238,0,9
mini_swe_sdk,qwen3-235b,framework,django,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,12
mini_swe_sdk,qwen3-235b,framework,django,3,0.0000,0.0000,0.0000,0.0523,0.0000,0,6
mini_swe_sdk,qwen3-235b,framework,express,0,0.0000,0.0000,0.0000,0.3310,0.3310,0,3
mini_swe_sdk,qwen3-235b,framework,express,1,0.0000,0.0000,0.0000,0.2383,0.2383,0,9
mini_swe_sdk,qwen3-235b,framework,express,2,0.0833,0.2500,0.0093,0.1112,0.1112,1,12
mini_swe_sdk,qwen3-235b,framework,express,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,qwen3-235b,framework,fastapi,0,0.0000,0.0000,0.0000,0.1862,0.1862,0,3
mini_swe_sdk,qwen3-235b,framework,fastapi,1,0.0000,0.0000,0.0000,0.0452,0.0452,0,9
mini_swe_sdk,qwen3-235b,framework,fastapi,2,0.0000,0.0000,0.0000,0.0089,0.0089,0,11
mini_swe_sdk,qwen3-235b,framework,fastapi,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,qwen3-235b,framework,fastify,0,0.0000,0.0000,0.0000,0.1839,0.1839,0,3
mini_swe_sdk,qwen3-235b,framework,fastify,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,9
mini_swe_sdk,qwen3-235b,framework,fastify,2,0.0000,0.0000,0.0000,0.0256,0.0256,0,12
mini_swe_sdk,qwen3-235b,framework,fastify,3,0.0000,0.0000,0.0000,0.0569,0.0569,0,6
mini_swe_sdk,qwen3-235b,framework,flask,0,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,qwen3-235b,framework,flask,1,0.1111,0.3333,0.0123,0.2686,0.2686,1,9
mini_swe_sdk,qwen3-235b,framework,flask,2,0.0833,0.2500,0.0093,0.2842,0.2842,1,12
mini_swe_sdk,qwen3-235b,framework,flask,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,qwen3-235b,framework,hono,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,3
mini_swe_sdk,qwen3-235b,framework,hono,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,9
mini_swe_sdk,qwen3-235b,framework,hono,2,0.0000,0.0000,0.0000,0.1721,0.1721,0,12
mini_swe_sdk,qwen3-235b,framework,hono,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,qwen3-235b,framework,koa,0,0.3333,1.0000,0.0370,0.3333,0.3333,1,3
mini_swe_sdk,qwen3-235b,framework,koa,1,0.0000,0.0000,0.0000,0.1107,0.1107,0,9
mini_swe_sdk,qwen3-235b,framework,koa,2,0.0000,0.0000,0.0000,0.0552,0.0552,0,12
mini_swe_sdk,qwen3-235b,framework,koa,3,0.0000,0.0000,0.0000,0.1241,0.1241,0,6
mini_swe_sdk,qwen3-235b,runtime,node,,0.0167,0.0500,0.0019,0.0928,0.0928,2,120
mini_swe_sdk,qwen3-235b,runtime,uv,,0.0500,0.1000,0.0278,0.1145,0.1119,6,119
mini_swe_sdk,qwen3-235b,runtime,node,0,0.0833,0.2500,0.0093,0.2121,0.2121,1,12
mini_swe_sdk,qwen3-235b,runtime,node,1,0.0000,0.0000,0.0000,0.0873,0.0873,0,36
mini_swe_sdk,qwen3-235b,runtime,node,2,0.0208,0.0625,0.0023,0.0910,0.0910,1,48
mini_swe_sdk,qwen3-235b,runtime,node,3,0.0000,0.0000,0.0000,0.0453,0.0453,0,24
mini_swe_sdk,qwen3-235b,runtime,uv,0,0.3333,0.5000,0.2593,0.3799,0.3799,4,12
mini_swe_sdk,qwen3-235b,runtime,uv,1,0.0278,0.0833,0.0031,0.1263,0.1263,1,36
mini_swe_sdk,qwen3-235b,runtime,uv,2,0.0208,0.0625,0.0023,0.0901,0.0901,1,47
mini_swe_sdk,qwen3-235b,runtime,uv,3,0.0000,0.0000,0.0000,0.0131,0.0000,0,24
mini_swe_sdk,qwen3-235b,global,all,,0.0333,0.0750,0.0148,0.1037,0.1024,8,239
mini_swe_sdk,qwen3-235b,global,all,0,0.2083,0.3750,0.1343,0.2960,0.2960,5,24
mini_swe_sdk,qwen3-235b,global,all,1,0.0139,0.0417,0.0015,0.1068,0.1068,1,72
mini_swe_sdk,qwen3-235b,global,all,2,0.0208,0.0625,0.0023,0.0906,0.0906,2,95
mini_swe_sdk,qwen3-235b,global,all,3,0.0000,0.0000,0.0000,0.0292,0.0226,0,48
mini_swe_sdk,qwen3-235b,constraint_type,clean_architecture,,0.0000,0.0000,0.0000,0.0716,0.0690,0,119
mini_swe_sdk,qwen3-235b,constraint_type,postgres,,0.0312,0.0938,0.0035,0.0974,0.0941,3,95
mini_swe_sdk,qwen3-235b,constraint_type,sequelize,,0.0208,0.0625,0.0023,0.0805,0.0805,1,48
mini_swe_sdk,qwen3-235b,constraint_type,sqlalchemy,,0.0208,0.0625,0.0023,0.0570,0.0505,1,48
mini_swe_sdk,qwen3-235b,constraint_type,sqlite,,0.0000,0.0000,0.0000,0.0493,0.0493,0,96
mini_swe_sdk,qwen3-235b,framework_constraint,aiohttp:clean_architecture,,0.0000,0.0000,0.0000,0.0621,0.0621,0,15
mini_swe_sdk,qwen3-235b,framework_constraint,aiohttp:postgres,,0.0000,0.0000,0.0000,0.0178,0.0178,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,aiohttp:sqlalchemy,,0.0000,0.0000,0.0000,0.0345,0.0345,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,aiohttp:sqlite,,0.0000,0.0000,0.0000,0.1305,0.1305,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,django:clean_architecture,,0.0000,0.0000,0.0000,0.0352,0.0143,0,15
mini_swe_sdk,qwen3-235b,framework_constraint,django:postgres,,0.0000,0.0000,0.0000,0.0261,0.0000,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,django:sqlalchemy,,0.0000,0.0000,0.0000,0.0261,0.0000,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,django:sqlite,,0.0000,0.0000,0.0000,0.0000,0.0000,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,express:clean_architecture,,0.0000,0.0000,0.0000,0.0982,0.0982,0,15
mini_swe_sdk,qwen3-235b,framework_constraint,express:postgres,,0.0833,0.2500,0.0093,0.1672,0.1672,1,12
mini_swe_sdk,qwen3-235b,framework_constraint,express:sequelize,,0.0833,0.2500,0.0093,0.0931,0.0931,1,12
mini_swe_sdk,qwen3-235b,framework_constraint,express:sqlite,,0.0000,0.0000,0.0000,0.0181,0.0181,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,fastapi:clean_architecture,,0.0000,0.0000,0.0000,0.0074,0.0074,0,14
mini_swe_sdk,qwen3-235b,framework_constraint,fastapi:postgres,,0.0000,0.0000,0.0000,0.0175,0.0175,0,11
mini_swe_sdk,qwen3-235b,framework_constraint,fastapi:sqlalchemy,,0.0000,0.0000,0.0000,0.0089,0.0089,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,fastapi:sqlite,,0.0000,0.0000,0.0000,0.0161,0.0161,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,fastify:clean_architecture,,0.0000,0.0000,0.0000,0.0228,0.0228,0,15
mini_swe_sdk,qwen3-235b,framework_constraint,fastify:postgres,,0.0000,0.0000,0.0000,0.0540,0.0540,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,fastify:sequelize,,0.0000,0.0000,0.0000,0.0540,0.0540,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,fastify:sqlite,,0.0000,0.0000,0.0000,0.0000,0.0000,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,flask:clean_architecture,,0.0000,0.0000,0.0000,0.1395,0.1395,0,15
mini_swe_sdk,qwen3-235b,framework_constraint,flask:postgres,,0.1667,0.5000,0.0185,0.3216,0.3216,2,12
mini_swe_sdk,qwen3-235b,framework_constraint,flask:sqlalchemy,,0.0833,0.2500,0.0093,0.1586,0.1586,1,12
mini_swe_sdk,qwen3-235b,framework_constraint,flask:sqlite,,0.0000,0.0000,0.0000,0.1152,0.1152,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,hono:clean_architecture,,0.0000,0.0000,0.0000,0.0607,0.0607,0,15
mini_swe_sdk,qwen3-235b,framework_constraint,hono:postgres,,0.0000,0.0000,0.0000,0.0963,0.0963,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,hono:sequelize,,0.0000,0.0000,0.0000,0.0963,0.0963,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,hono:sqlite,,0.0000,0.0000,0.0000,0.0759,0.0759,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,koa:clean_architecture,,0.0000,0.0000,0.0000,0.1469,0.1469,0,15
mini_swe_sdk,qwen3-235b,framework_constraint,koa:postgres,,0.0000,0.0000,0.0000,0.0787,0.0787,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,koa:sequelize,,0.0000,0.0000,0.0000,0.0787,0.0787,0,12
mini_swe_sdk,qwen3-235b,framework_constraint,koa:sqlite,,0.0000,0.0000,0.0000,0.0385,0.0385,0,12
mini_swe_sdk,qwen3-coder-next,framework,aiohttp,,0.2333,0.6000,0.0481,0.4803,0.4803,7,30
mini_swe_sdk,qwen3-coder-next,framework,django,,0.0667,0.2000,0.0074,0.3877,0.3209,2,30
mini_swe_sdk,qwen3-coder-next,framework,express,,0.1667,0.3000,0.1074,0.7183,0.7183,5,30
mini_swe_sdk,qwen3-coder-next,framework,fastapi,,0.2333,0.5000,0.1148,0.6309,0.6309,7,30
mini_swe_sdk,qwen3-coder-next,framework,fastify,,0.0000,0.0000,0.0000,0.6020,0.6020,0,30
mini_swe_sdk,qwen3-coder-next,framework,flask,,0.5333,0.9000,0.2593,0.7911,0.7494,16,30
mini_swe_sdk,qwen3-coder-next,framework,hono,,0.1333,0.3000,0.0370,0.5395,0.5395,4,30
mini_swe_sdk,qwen3-coder-next,framework,koa,,0.1333,0.4000,0.0148,0.6643,0.6643,4,30
mini_swe_sdk,qwen3-coder-next,framework,aiohttp,0,0.6667,1.0000,0.2963,0.6989,0.6989,2,3
mini_swe_sdk,qwen3-coder-next,framework,aiohttp,1,0.3333,1.0000,0.0370,0.5908,0.5908,3,9
mini_swe_sdk,qwen3-coder-next,framework,aiohttp,2,0.1667,0.5000,0.0185,0.4224,0.4224,2,12
mini_swe_sdk,qwen3-coder-next,framework,aiohttp,3,0.0000,0.0000,0.0000,0.3213,0.3213,0,6
mini_swe_sdk,qwen3-coder-next,framework,django,0,0.0000,0.0000,0.0000,0.4632,0.4632,0,3
mini_swe_sdk,qwen3-coder-next,framework,django,1,0.1111,0.3333,0.0123,0.4341,0.4341,1,9
mini_swe_sdk,qwen3-coder-next,framework,django,2,0.0833,0.2500,0.0093,0.2911,0.2316,1,12
mini_swe_sdk,qwen3-coder-next,framework,django,3,0.0000,0.0000,0.0000,0.4736,0.2586,0,6
mini_swe_sdk,qwen3-coder-next,framework,express,0,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,qwen3-coder-next,framework,express,1,0.0000,0.0000,0.0000,0.7146,0.7146,0,9
mini_swe_sdk,qwen3-coder-next,framework,express,2,0.0833,0.2500,0.0093,0.6392,0.6392,1,12
mini_swe_sdk,qwen3-coder-next,framework,express,3,0.1667,0.5000,0.0185,0.7414,0.7414,1,6
mini_swe_sdk,qwen3-coder-next,framework,fastapi,0,0.3333,1.0000,0.0370,0.9701,0.9701,1,3
mini_swe_sdk,qwen3-coder-next,framework,fastapi,1,0.4444,0.6667,0.3457,0.7203,0.7203,4,9
mini_swe_sdk,qwen3-coder-next,framework,fastapi,2,0.1667,0.5000,0.0185,0.5678,0.5678,2,12
mini_swe_sdk,qwen3-coder-next,framework,fastapi,3,0.0000,0.0000,0.0000,0.4534,0.4534,0,6
mini_swe_sdk,qwen3-coder-next,framework,fastify,0,0.0000,0.0000,0.0000,0.8391,0.8391,0,3
mini_swe_sdk,qwen3-coder-next,framework,fastify,1,0.0000,0.0000,0.0000,0.6284,0.6284,0,9
mini_swe_sdk,qwen3-coder-next,framework,fastify,2,0.0000,0.0000,0.0000,0.5399,0.5399,0,12
mini_swe_sdk,qwen3-coder-next,framework,fastify,3,0.0000,0.0000,0.0000,0.5678,0.5678,0,6
mini_swe_sdk,qwen3-coder-next,framework,flask,0,0.6667,1.0000,0.2963,0.9989,0.9989,2,3
mini_swe_sdk,qwen3-coder-next,framework,flask,1,0.7778,1.0000,0.5309,0.8870,0.8870,7,9
mini_swe_sdk,qwen3-coder-next,framework,flask,2,0.4167,0.7500,0.1574,0.7057,0.6014,5,12
mini_swe_sdk,qwen3-coder-next,framework,flask,3,0.3333,1.0000,0.0370,0.7144,0.7144,2,6
mini_swe_sdk,qwen3-coder-next,framework,hono,0,0.6667,1.0000,0.2963,0.9770,0.9770,2,3
mini_swe_sdk,qwen3-coder-next,framework,hono,1,0.2222,0.6667,0.0247,0.7203,0.7203,2,9
mini_swe_sdk,qwen3-coder-next,framework,hono,2,0.0000,0.0000,0.0000,0.4454,0.4454,0,12
mini_swe_sdk,qwen3-coder-next,framework,hono,3,0.0000,0.0000,0.0000,0.2379,0.2379,0,6
mini_swe_sdk,qwen3-coder-next,framework,koa,0,0.3333,1.0000,0.0370,0.9609,0.9609,1,3
mini_swe_sdk,qwen3-coder-next,framework,koa,1,0.1111,0.3333,0.0123,0.6153,0.6153,1,9
mini_swe_sdk,qwen3-coder-next,framework,koa,2,0.1667,0.5000,0.0185,0.7615,0.7615,2,12
mini_swe_sdk,qwen3-coder-next,framework,koa,3,0.0000,0.0000,0.0000,0.3948,0.3948,0,6
mini_swe_sdk,qwen3-coder-next,runtime,node,,0.1083,0.2500,0.0398,0.6310,0.6310,13,120
mini_swe_sdk,qwen3-coder-next,runtime,uv,,0.2667,0.5500,0.1074,0.5725,0.5454,32,120
mini_swe_sdk,qwen3-coder-next,runtime,node,0,0.5000,0.7500,0.3333,0.9443,0.9443,6,12
mini_swe_sdk,qwen3-coder-next,runtime,node,1,0.0833,0.2500,0.0093,0.6696,0.6696,3,36
mini_swe_sdk,qwen3-coder-next,runtime,node,2,0.0625,0.1875,0.0069,0.5965,0.5965,3,48
mini_swe_sdk,qwen3-coder-next,runtime,node,3,0.0417,0.1250,0.0046,0.4855,0.4855,1,24
mini_swe_sdk,qwen3-coder-next,runtime,uv,0,0.4167,0.7500,0.1574,0.7828,0.7828,5,12
mini_swe_sdk,qwen3-coder-next,runtime,uv,1,0.4167,0.7500,0.2315,0.6580,0.6580,15,36
mini_swe_sdk,qwen3-coder-next,runtime,uv,2,0.2083,0.5000,0.0509,0.4968,0.4558,10,48
mini_swe_sdk,qwen3-coder-next,runtime,uv,3,0.0833,0.2500,0.0093,0.4907,0.4369,2,24
mini_swe_sdk,qwen3-coder-next,global,all,,0.1875,0.4000,0.0736,0.6018,0.5882,45,240
mini_swe_sdk,qwen3-coder-next,global,all,0,0.4583,0.7500,0.2454,0.8635,0.8635,11,24
mini_swe_sdk,qwen3-coder-next,global,all,1,0.2500,0.5000,0.1204,0.6638,0.6638,18,72
mini_swe_sdk,qwen3-coder-next,global,all,2,0.1354,0.3438,0.0289,0.5466,0.5262,13,96
mini_swe_sdk,qwen3-coder-next,global,all,3,0.0625,0.1875,0.0069,0.4881,0.4612,3,48
