agent,model,runtime,task,run_id,subcategory,reasoning
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres,run_0,framework_idiosyncrasy,"Fastify’s default JSON content-type parser rejects requests with `Content-Type: application/json` and an empty body, producing `FST_ERR_CTP_EMPTY_JSON_BODY` and a 400 on `POST /api/articles/:slug/favorite`, but the Conduit spec sends an empty body for favorite/unfavorite. This framework-specific parsing behavior is the upstream cause of the favoriting failures (and cascades into favorited-by filtering tests)."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres,run_1,incorrect_query_logic,"The articles listing queries pass Fastify querystring values for limit/offset directly into SQL parameters, so Postgres receives them as text and throws ""argument of LIMIT must be type bigint, not type text"". This upstream parameter typing/casting bug breaks article filtering/listing and cascades into favoriting-related tests that depend on those list endpoints."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres,run_2,incorrect_query_logic,"Article/favorite endpoints are binding the wrong values/types into SQL parameters (e.g., using the literal string ""user"" where an integer user_id is required), triggering Postgres 22P02 invalid input syntax for type integer and causing 400/422 responses on favoriting and filtered article listings."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres-sequelize,run_0,auth_misconfiguration,"@fastify/jwt is configured to only accept `Authorization: Bearer <token>`, but the client/tests send `Authorization: Token <token>`, triggering `FST_JWT_BAD_REQUEST` and leaving `request.user`/decoded claims null, which then cascades into 500s across authenticated and dependent endpoints."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres-sequelize,run_1,auth_misconfiguration,"The dominant failure pattern is widespread 401s across endpoints that require authentication (current user, update user, create/update article, feed, follow, comment), indicating the JWT/auth middleware is not correctly accepting the test suite’s Authorization header/token format or user resolution. The additional 404/500s are likely downstream effects from requests that should have been authenticated/created state but were blocked by the auth layer."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres-sequelize,run_2,incorrect_query_logic,"The dominant upstream failure is malformed Sequelize WHERE construction for Postgres ARRAY fields (e.g., tag filtering), triggering `TypeError: values.map is not a function` in `GET /api/articles` and causing widespread 422/500s. While `/api/articles/feed` returning 401 indicates an auth gating issue, the logged runtime errors and the bulk of failing cases are driven by incorrect query/filter logic."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite,run_0,incorrect_query_logic,"The primary failure is an invalid SQL query used for article listing/filtering that references an alias/column (u.username) not present in the FROM/JOIN clauses, causing SQLITE_ERROR and cascading 500s across article-related endpoints."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite,run_1,incorrect_query_logic,"The failing endpoints are building invalid SQL for SQLite (wrong table aliases/joins and column references like `articles_users.username` and `articles.author_id`), causing query-time errors and 422/400 responses. Auth and routing work, but the article filtering/favoriting behavior is broken due to incorrect query construction."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite,run_2,auth_misconfiguration,"Authenticated endpoints like /api/articles/feed and PUT /api/articles/:slug crash because request.user is undefined, meaning the auth preHandler/hook is not reliably running or not attaching the decoded user to the request for protected routes. This broken user propagation is the upstream cause of the 500s and cascades into other authenticated article operations behaving incorrectly."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite-sequelize,run_0,business_logic_defect,"Multiple endpoints crash due to handler-level JavaScript logic errors (e.g., feed route throws ""Assignment to constant variable"" and unfavorite reads req.user.username when req.user is undefined), indicating incorrect request/state handling in route implementations rather than auth, query formulation, or DB runtime/migration issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite-sequelize,run_1,auth_misconfiguration,"The widespread failures starting from register/login/current-user strongly suggest the JWT/auth contract doesn’t match the test suite (e.g., wrong Authorization header parsing/format, token payload/claim expectations, or middleware behavior), causing most authenticated flows and downstream endpoints to fail even though routes exist and manual curl tests appear to work."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite-sequelize,run_2,database_runtime_error,"Multiple endpoints 500 due to Sequelize generating SQL that references non-existent columns (e.g., `Comment.articleId`), indicating the ORM model/association definitions don’t match the actual SQLite schema. This schema/association mismatch triggers runtime DatabaseErrors and cascades into related logic (e.g., missing included author leading to undefined in serialization)."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-unconstrained,run_0,framework_idiosyncrasy,"Fastify rejects requests with an empty JSON body when a JSON content-type is implied/required, which commonly causes the RealWorld favorite endpoint (POST /articles/:slug/favorite with no body) to return 400 (e.g., FST_ERR_CTP_EMPTY_JSON_BODY) even though the route exists and works when manually tested without triggering that parser path."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-unconstrained,run_1,incorrect_query_logic,"The failing behaviors cluster around article update and favoriting: PUT /articles returning 500 and favorited-by-username listings returning incorrect results indicate the article/favorite persistence and retrieval queries (e.g., updating by slug/author, joining favorites to filter by username) are implemented incorrectly, rather than an auth or framework-level issue."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-unconstrained,run_2,framework_idiosyncrasy,"The failing tests cluster around Fastify POST endpoints returning 400 on /favorite, which commonly happens when Fastify is configured to reject requests with an empty JSON body (e.g., FST_ERR_CTP_EMPTY_JSON_BODY) while the RealWorld spec sends no body for favorite/follow actions. This upstream Fastify body-parsing behavior causes the favorite action to fail and cascades into incorrect favorited-by and related retrieval expectations."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture,run_2,auth_misconfiguration,"The follow endpoint is incorrectly identifying the authenticated user from the provided token, causing it to think the requester is the same as the target profile and returning ""Cannot follow yourself"". This points to broken token parsing/validation or user lookup from the Authorization header, not the follow business logic itself."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres,run_0,business_logic_defect,"The server crashes in ArticleService.populateArticle because it assumes article.author is always present and tries to set author.following, but author is undefined due to incorrect article population/serialization logic. This is a spec-level service-layer bug (missing/incorrect author hydration) rather than an auth or query syntax/runtime issue."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres,run_1,auth_misconfiguration,"The widespread 401s on authenticated endpoints (e.g., GET /api/user) indicate the server is not accepting the RealWorld-required `Authorization: Token <jwt>` header or is validating/issuing tokens incorrectly; the resulting lack of an authenticated user then cascades into 422s/404s on create/update and slug-based operations."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres-sequelize,run_1,incorrect_query_logic,"The comments GET endpoints return 200 but fail payload assertions for both authenticated and unauthenticated cases, indicating the handler is retrieving/serializing the wrong comment set (e.g., not filtering by article slug or incorrect include/join for author) rather than an auth or runtime failure."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite,run_0,incorrect_query_logic,"The 500s originate from ArticleService.getArticles/toArticlePayload throwing ""Author not found"" while mapping article rows, indicating the article retrieval query/repository is not correctly joining or fetching the associated author/user record (or is using the wrong key), causing valid article reads to fail at runtime."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite,run_1,state_propagation_failure,"Favorite/follow/unfollow endpoints return 200 but tests still fail, indicating the relationship state (favoritesCount, favorited flag, following flag, and/or join-table rows) is not being persisted or reflected in subsequent reads. This matches the earlier observed pattern where DB rows used snake_case fields that weren’t mapped back to the domain model, causing created relationship state to not propagate into response serialization and later queries."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite,run_2,auth_misconfiguration,"The implementation issues a random UUID token on every login/register and appears to accept a dummy/static token without mapping it back to a user, so follow/favorite actions can’t be correctly attributed to the authenticated user. This breaks stateful behaviors like `following`/`favorited` flags (and can yield non-boolean 0/1), causing the follow/unfollow and favorite tests to fail despite routes existing."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite-sequelize,run_0,auth_misconfiguration,"After successful register/login (201/200), subsequent authenticated endpoints consistently return 401, indicating the server is not accepting the token the tests send (e.g., wrong Authorization header scheme/parsing or middleware applied incorrectly). The resulting inability to create articles/comments then cascades into null slugs (/articles/null) and related 404s/422s."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite-sequelize,run_1,incorrect_query_logic,"The primary failure is SQLite/Sequelize executing a Postgres-only containment operator (`@>`) against the `tagList` field, producing `SQLITE_ERROR: unrecognized token: ""@""` and causing 500s on article/tag listing and related operations. Auth/route wiring issues appear secondary, but the upstream root cause of the observed 500s is the invalid query/operator for SQLite."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-postgres,run_0,database_runtime_error,"The primary failure is a Postgres runtime error (42P18: could not determine data type of parameter $1) triggered by the SQL in src/routes/articles.ts using an untyped/NULL parameter in a prepared statement, causing 500s on article list/feed endpoints. The 404s on comment endpoints are secondary, but the dominant upstream breakage is the DB query parameterization/type handling at runtime."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-postgres-sequelize,run_0,incorrect_query_logic,"The controllers build Sequelize WHERE clauses using non-scalar values (model instances/objects) instead of integer IDs, leading to SQL comparisons like author_id='[object Object]' and Postgres integer cast errors. Auth and routing work, but the filtering/feed query construction is logically incorrect and causes 422s."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-postgres-sequelize,run_1,incorrect_query_logic,"Only the tag-filtered articles listing fails (422) while other query filters like favorited succeed (200), indicating the /api/articles handler is incorrectly validating/parsing the `tag` query parameter or building the tag filter query (e.g., expecting a different type/shape or using a wrong join/where), causing valid tag requests to be rejected."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite,run_0,database_runtime_error,"The Update User PUT handler triggers a SQLite runtime exception (SQLITE_RANGE: column index out of range), which is caused by incorrect prepared-statement parameter binding (mismatched placeholder count/order vs bound values) in the user update SQL execution rather than an auth or spec-level logic issue."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite,run_1,auth_misconfiguration,"Many endpoints that should be public (articles list, comments) return 401, and follow/unfollow crashes because the authenticated user context is undefined (TypeError reading 'id'), indicating the auth middleware/token parsing is misapplied or failing to populate the user on protected routes."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite-sequelize,run_0,auth_misconfiguration,"The primary failure is inconsistent/incorrect auth handling on specific protected routes: follow/unfollow succeeds with the same ""Authorization: Token <jwt>"" header, but GET/PUT /api/user returns 401, indicating route-specific middleware/token parsing/verification is misapplied or not wired consistently. The tag 500 is secondary; the upstream systemic issue causing the majority of failures is broken authorization on the current-user endpoints."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite-sequelize,run_1,framework_idiosyncrasy,"The app is wired to Node's http server incorrectly by calling `app.fetch(req, res)` with `IncomingMessage/ServerResponse` instead of a Fetch API `Request`, so Hono's request wrapper crashes (`this.raw.headers.get is not a function`) and all endpoints fail at runtime."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-unconstrained,run_2,state_propagation_failure,"Article slugs are being regenerated/changed on update (e.g., title update changes slug), but dependent operations/tests continue using the original slug, causing cascaded ""Article not found"" and comment/article retrieval failures. This indicates identifiers aren’t being kept stable or properly propagated/persisted across subsequent requests."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture,run_0,business_logic_defect,"The Update User handler expects a domain User entity with a toResponse() method, but the service/repository returns a plain object (userWithToken) lacking that method, causing a TypeError and 500 despite routing/auth working."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture,run_2,business_logic_defect,"The comments listing route exists and the server runs, but GET /api/articles/:slug/comments returns 422 even for unauthenticated requests, indicating the handler is incorrectly validating/rejecting the slug or request rather than failing auth or crashing. This points to a spec-level implementation bug in the comments-for-article endpoint (e.g., treating a valid slug as invalid or requiring an article lookup/param format that doesn’t match the API)."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture-postgres,run_0,incorrect_query_logic,"The widespread failures are concentrated in article listing/favoriting/update behaviors and especially comment listing returning 500s, which most plausibly stems from incorrect SQL/join/filter logic (e.g., bad joins/where clauses or result shaping for tags/favorites/comments) rather than auth (routes work and authenticated requests succeed elsewhere) or a DB runtime/migration crash (server runs and schema initializes)."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture-postgres,run_2,incorrect_query_logic,"The failing cases are all GET /articles filter variants, with the favorited-by-username filter returning 422, which points to the repository/service building the wrong SQL (or validating the favorited parameter incorrectly) for author/tag/favorited filtering rather than routing/auth/startup issues."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture-postgres-sequelize,run_2,incorrect_query_logic,"Article listing/feed endpoints build Sequelize where clauses incorrectly (e.g., using legacy '$in' instead of Op.in / passing non-primitive values into integer comparisons), causing Postgres to receive ""[object Object]"" for integer fields and return 422 across tag/author/favorited/feed filters."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture-sqlite,run_1,business_logic_defect,"The API is running and authenticated requests succeed (e.g., create/delete article with `Authorization: Token ...`), but core RealWorld behaviors are implemented incorrectly—most notably follow/unfollow returning 422 and widespread assertion failures across article/user/comment endpoints—indicating spec-level request/response and validation/state semantics mismatches rather than auth, routing, or DB runtime errors."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-postgres,run_1,incorrect_query_logic,"GET /api/articles fails with Postgres error 42P18 ('could not determine data type of parameter $1') due to dynamically constructed SQL using an untyped placeholder/parameter index mismatch. This is a query construction/parameter binding bug in the articles listing logic, not an auth or framework issue."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-postgres-sequelize,run_0,framework_idiosyncrasy,"The favorite/unfavorite endpoints are POST/DELETE routes that typically have no JSON body; with koa-bodyparser enabled, empty bodies can trigger request parsing/validation behavior that results in 422s even though the routes exist and auth works. The logs show repeated ""Request body:"" empty entries aligning with these calls, indicating a framework/body-parser handling issue rather than missing routes or query logic."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-postgres-sequelize,run_2,database_runtime_error,"The primary failure is a runtime crash from incorrect Sequelize association wiring: calling `currentUser.removeFollowing` throws `TypeError: ... is not a function`, which indicates the expected belongsToMany alias/mixin methods were never created (wrong `as`/through setup). This ORM misconfiguration causes follow/unfollow and dependent flows to error and return incorrect 422/404 responses."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-sqlite,run_2,business_logic_defect,"The /api/articles/feed handler returns an error payload (""Article not found"") when the authenticated user follows someone who has no articles; per spec it should return 200 with an empty articles list. Auth and routing work, but the feed endpoint’s empty-result behavior/status handling is incorrect."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-sqlite-sequelize,run_1,auth_misconfiguration,"A large cluster of failures are 401s on endpoints that should succeed with a valid token (feed, update, favorite), indicating the auth middleware is not correctly extracting/validating the Authorization header or is applied incorrectly; this upstream auth break then cascades into article-related tests failing."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-sqlite-sequelize,run_2,incorrect_query_logic,"The consistent 500s on listing articles by tag are caused by Sequelize generating an invalid COUNT/AGGREGATE query for SQLite (stack trace shows Article.count -> Article.aggregate -> rawSelect failing), which is an upstream data-retrieval bug. The 401s on favorite/unfavorite are likely a separate auth issue, but the primary root cause evidenced by the logs is the broken tag-filter counting/query logic."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-unconstrained,run_1,incorrect_query_logic,"GET /api/articles/:slug/comments fails both authenticated and unauthenticated, while login, article creation, and comment creation succeed, indicating the comments listing handler’s data lookup/filtering by article slug (or join/association) is wrong rather than an auth or framework issue."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-unconstrained,run_2,incorrect_query_logic,"The only failing tests are for GET /articles with the favorited=username filter (both authed and unauthed), while core auth flows (register/login) and routing work, indicating the implementation is not correctly filtering articles by the user who favorited them (or is using the wrong data structure/lookup) rather than an auth or framework issue."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture,run_2,incorrect_query_logic,"Both authenticated and unauthenticated GET /api/articles/{slug}/comments fail, which points away from auth and toward the comment retrieval path itself. The most likely upstream cause is that the handler/repository uses incorrect lookup/filtering for comments by article slug (e.g., not joining article->comments correctly or filtering on the wrong field), producing wrong results or an error regardless of login state."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-postgres,run_1,auth_misconfiguration,"Handlers assume authentication middleware populates request['user_id'], but the middleware never sets it (or is not applied/triggered correctly), leading to KeyError and 500s across endpoints. This is an upstream auth context propagation/config issue rather than query or business logic."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-postgres,run_2,database_runtime_error,"The 500s are caused by improper asyncpg pool/connection lifecycle management: repository methods call fetch/fetchrow on a Connection that has already been released back to the pool, triggering asyncpg InterfaceError. The subsequent 401s are cascading because auth/user lookups also fail due to the same released-connection error."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-postgres-sqlalchemy,run_0,database_runtime_error,"The primary failure is incorrect async SQLAlchemy usage (triggering greenlet_spawn/await_only errors) and improper session/connection lifecycle management, which then leaks/exhausts connections and causes QueuePool TimeoutError. These are runtime ORM/DB API misuse issues rather than query logic or business-spec mismatches."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-postgres-sqlalchemy,run_1,database_runtime_error,"The primary failure is a runtime ORM error: SQLAlchemy raises UnmappedInstanceError when adding src.models.Article, indicating the model isn’t properly mapped/registered with the declarative Base/metadata. This prevents article creation and cascades into downstream failures (e.g., null IDs in later routes)."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-postgres-sqlalchemy,run_2,database_runtime_error,"The primary failures are runtime exceptions caused by incorrect SQLAlchemy/asyncpg session and model usage: connections are not properly checked back into the pool (SAWarning/termination errors) and model construction fails at runtime (e.g., Comment __init__ requiring an id), leading to widespread 500s across otherwise-correct routes."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-sqlite,run_0,incorrect_query_logic,"The 500s are caused by malformed SQLite queries in the articles/favorites listing path (e.g., referencing a non-existent column `f.user_id` and building SQL with placeholders that don’t match the supplied bindings), leading to sqlite3 OperationalError/ProgrammingError during GET /api/articles and favorited filters."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-sqlite,run_1,database_runtime_error,"All endpoints 500 due to a runtime crash in aiosqlite: the code re-enters/reuses an aiosqlite connection/context manager so its worker thread is started twice, triggering ""RuntimeError: threads can only be started once"" during repository DB access."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-sqlite,run_2,business_logic_defect,"The /api/articles endpoint is rejecting valid requests that include the `author` query parameter, returning 422 (validation error) instead of applying the author filter. This indicates incorrect request validation/parameter handling for the author filter (a spec-level behavior mismatch), not an auth or database/runtime failure."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-sqlite-sqlalchemy,run_0,database_runtime_error,"The dominant upstream failure is a runtime crash in the DB layer: aiosqlite raises `RuntimeError: threads can only be started once`, indicating the same connection object/thread is being re-entered/reused incorrectly across requests. This causes widespread 500s on DB-backed endpoints, with other errors (401/422) largely cascading from the inability to reliably access/persist user/session data."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-sqlite-sqlalchemy,run_1,database_runtime_error,"The primary failures are runtime 500s caused by calling non-existent repository methods (ArticleRepository.add/remove), raising AttributeError during request handling. This is an internal API/ORM layer implementation error that crashes at runtime rather than a spec-level logic mismatch or auth/query issue."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-clean_architecture-sqlite-sqlalchemy,run_2,database_runtime_error,"The upstream failures are caused by incorrect async SQLAlchemy/DB usage and model configuration: inserts explicitly set users.id=0 causing UNIQUE constraint errors, and routes misuse the async session factory (using an un-awaited coroutine in an async with), producing 500s. These DB/runtime errors prevent correct state creation and cascade into downstream 401/422 behaviors."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-postgres,run_1,auth_misconfiguration,"Authenticated endpoints crash with KeyError: 'user' because the auth middleware is not consistently validating/parsing the Authorization header and populating request['user'], while handlers assume it is always present. This upstream auth context propagation failure causes widespread 500s across feed/follow and filtered article routes."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-postgres,run_2,incorrect_query_logic,"The primary failures are caused by passing uncast query parameters into SQL (e.g., LIMIT receiving a text value), producing asyncpg DatatypeMismatchError and widespread 500s. The subsequent 'null' comment id parsing errors and 404s are cascading from earlier request/response state not being correctly produced due to these query/handler logic bugs."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-postgres-sqlalchemy,run_1,database_runtime_error,"The 500s stem from asyncpg raising ""cannot perform operation: another operation is in progress"", which happens when a single async SQLAlchemy session/connection is reused concurrently across requests (incorrect async session/transaction lifecycle). The subsequent 401s are downstream because auth-dependent flows can’t complete when DB operations fail."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-postgres-sqlalchemy,run_2,database_runtime_error,"User registration fails with a DBAPIError from asyncpg because timezone-aware UTC datetimes are being inserted into Postgres columns defined as TIMESTAMP WITHOUT TIME ZONE, causing an offset-aware vs offset-naive datetime mismatch at runtime and cascading into downstream auth-dependent failures."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-sqlite,run_0,database_runtime_error,"Article handlers misuse the SQLite DB API at runtime: update_article attempts to mutate an immutable sqlite3.Row, and get_articles executes queries on a cursor/connection after it has been closed, producing TypeError/ProgrammingError and cascading 500s."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-sqlite,run_2,database_runtime_error,"Requests 500 with sqlite3.OperationalError ('no such table: users/tags'), indicating the SQLite schema/migrations are not being created/initialized before handlers run. This is a runtime DB setup/initialization failure rather than query logic or auth behavior."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-sqlite-sqlalchemy,run_1,database_runtime_error,"PUT /api/user crashes with SQLAlchemy InvalidRequestError because session.refresh(user) is called on a User instance that is not persistent/attached to the active Session, indicating incorrect ORM session/instance lifecycle handling rather than a spec-level logic issue."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-sqlite-sqlalchemy,run_2,database_runtime_error,"Requests crash because the auth helper instantiates a SQLAlchemy User model with a non-mapped constructor kwarg (`token`), raising `TypeError: 'token' is an invalid keyword argument for User`. This is an ORM runtime usage error that prevents authenticated flows and cascades into widespread 500s/422s."
mini_swe_sdk,qwen3-coder-next,uv,aiohttp-openapi-unconstrained,run_2,auth_misconfiguration,"Handlers call get_current_user() without awaiting it, so a coroutine is treated like a user dict (TypeError: 'coroutine' object is not subscriptable), causing widespread 500s. This is an upstream authentication/current-user retrieval async bug that cascades into most endpoints."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-clean_architecture,run_0,framework_idiosyncrasy,"DELETE /api/profiles/<username>/follow returns 405 Method Not Allowed, meaning the Django view/URL routing is not configured to accept the DELETE HTTP method for the unfollow action (method dispatch/allowed_methods), even though the POST follow route works."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-clean_architecture-postgres-sqlalchemy,run_2,state_propagation_failure,"The primary failure is incorrect dependency wiring/propagation in the clean-architecture service layer: ArticleService is constructed with favorite_repository=None, causing a runtime AttributeError when computing the favorited flag on GET /api/articles/:slug. The 405s are secondary routing/method issues, but the upstream root cause of the major 500 failures is the missing repository injection/state propagation into the service."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-clean_architecture-sqlite,run_2,business_logic_defect,"Multiple endpoints return 405 for methods that should be supported (PUT /api/user, DELETE favorite, DELETE unfollow), indicating the Django route/view dispatch is implemented incorrectly (e.g., URL patterns or view wrappers only allow GET/POST). Additionally, the favorited-articles filter crashes due to a coding bug (undefined user_repository), reinforcing that the primary issue is incorrect application/business logic rather than auth or DB runtime behavior."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-clean_architecture-sqlite-sqlalchemy,run_0,auth_misconfiguration,"Most failures are unexpected 401/403 on endpoints that should accept a valid Conduit token, indicating the auth layer is parsing/validating the Authorization header incorrectly or applying the wrong permission checks. The comment 500 (CommentService wired where ArticleService is expected) is a separate wiring bug, but the upstream systemic breakage across many routes is the auth misconfiguration."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-clean_architecture-sqlite-sqlalchemy,run_1,framework_idiosyncrasy,"Most failures are 422/405 on endpoints that should accept empty bodies or specific methods (e.g., register/login 422, unfollow DELETE 405), which is characteristic of Django/DRF request parsing and URL/method routing mismatches (e.g., expecting different JSON shape or not wiring DELETE/PUT handlers). The auth-related 401s and downstream null slugs appear secondary to the framework-level request/route handling not matching the RealWorld spec."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-postgres,run_1,state_propagation_failure,"Article operations cascade into requests like /api/articles/null, indicating the create-article response is not returning/propagating a valid slug (or slug generation/serialization is broken), so subsequent update/favorite/comment calls target a null identifier and 404. The follow serializer AttributeError is a separate bug, but the upstream cause of most failures is the missing/null slug state."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-postgres,run_2,framework_idiosyncrasy,Django's CommonMiddleware with APPEND_SLASH=True is causing 301 redirects for GETs and RuntimeError 500s for POST/DELETE when tests call non-trailing-slash URLs (e.g. /api/profiles/:username/follow). This framework-specific URL normalization mismatch is the upstream cause of the widespread failures.
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-postgres-sqlalchemy,run_0,state_propagation_failure,"The failing Favorite Article POST indicates the favorite mutation isn’t being persisted/propagated into the returned article state (favorited flag and/or favoritesCount), consistent with missing/incorrect session commit/refresh or relationship update so the response reflects stale state despite a 200."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-postgres-sqlalchemy,run_1,database_runtime_error,"Multiple endpoints 500 with a Django ProgrammingError: relation ""api_tag"" does not exist, indicating the database schema/migrations were not applied or the app is pointing at an uninitialized Postgres database. This missing-table runtime failure is the upstream cause of the widespread 500s (e.g., /api/tags) regardless of request/auth logic."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-sqlite,run_0,database_runtime_error,"The dominant failures are 500s caused by DRF runtime exceptions during serialization (e.g., AssertionError from redundant `source='username'` and TypeError/ManyRelatedManager not iterable for ManyToMany tags), indicating incorrect ORM/serializer API usage rather than auth or query filtering logic."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-sqlite,run_1,state_propagation_failure,"Multiple 500s stem from missing/incorrectly propagated related state: views assume every User has an associated Profile (request.user.profile) but profiles are not created/ensured, causing RelatedObjectDoesNotExist across user/profile/follow endpoints. Additionally, article slug generation isn’t made collision-safe, leading to UNIQUE constraint failures and downstream 404s when slugs aren’t reliably created/returned."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-sqlite,run_2,framework_idiosyncrasy,"The primary failure is a routing/method mismatch in Django/DRF: GET /api/articles/<slug> is hitting a view/URL pattern that does not allow GET (returning 405), indicating the slug route is wired to a non-GET handler or shadowed by another pattern. This upstream URLconf/view configuration issue then cascades into many article-related test failures that depend on retrieving an article by slug."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-sqlite-sqlalchemy,run_0,database_runtime_error,"The primary failures are SQLite OperationalErrors from schema mismatches (e.g., queries/inserts referencing articles.tags_data when the column does not exist / no such column), indicating migrations/schema are out of sync with the Django models; this causes widespread 500s across endpoints."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-sqlite-sqlalchemy,run_2,business_logic_defect,"The primary failure is incorrect domain logic in the profile follow implementation: the follow endpoint adds a User object to a ManyToMany relation that expects Profile, causing a TypeError and 500s. The additional 405s on unfollow/update indicate view/method wiring that doesn’t match the API spec, reinforcing that the core issue is spec-level business logic rather than auth, DB runtime, or query syntax."
mini_swe_sdk,qwen3-coder-next,uv,django-openapi-unconstrained,run_0,incorrect_query_logic,"The primary failure is the articles tag filter using a JSONField `contains` lookup, which is unsupported on the current DB backend and raises `django.db.utils.NotSupportedError`, causing 500s on `GET /api/articles?tag=...`. This incorrect ORM query choice is the upstream root cause; other issues (e.g., PUT /api/user returning 405) are separate but not driving the main runtime failure shown in logs."
